document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
MIN-ARM-0019,MEETING_MINUTES,VND-01119,EMP-62795,,CON-005186,INV-00398,2023-01-02,MIN-ARM-0019_Audit_Review_Meeting.docx
MIN-CRM-0020,MEETING_MINUTES,VND-01552,EMP-6496,,CON-004776,INV-00163,2024-09-18,MIN-CRM-0020_Compliance_Review_Meeting.docx
MIN-CRM-0021,MEETING_MINUTES,VND-02577,EMP-35635,,CON-001195,INV-00387,2025-04-25,MIN-CRM-0021_Compliance_Review_Meeting.docx
MIN-ARM-0022,MEETING_MINUTES,VND-02883,EMP-71759,,CON-003140,INV-00131,2025-02-07,MIN-ARM-0022_Audit_Review_Meeting.docx
MIN-ARM-0023,MEETING_MINUTES,VND-04027,EMP-RM715,,CON-003724,INV-00077,2025-03-16,MIN-ARM-0023_Audit_Review_Meeting.docx
MIN-ARM-0024,MEETING_MINUTES,VND-01129,EMP-51218,,CON-006053,INV-00492,2025-01-24,MIN-ARM-0024_Audit_Review_Meeting.docx
MIN-CRM-0025,MEETING_MINUTES,VND-02044,EMP-39456,,CON-009819,INV-00212,2025-12-27,MIN-CRM-0025_Compliance_Review_Meeting.docx
MIN-CRM-0026,MEETING_MINUTES,VND-02797,EMP-26149,,CON-001956,INV-00269,2024-04-12,MIN-CRM-0026_Compliance_Review_Meeting.docx
MIN-RCM-0027,MEETING_MINUTES,VND-03857,EMP-31080,,CON-002978,INV-00372,2025-06-14,MIN-RCM-0027_Risk_Committee_Meeting.docx
MIN-CRM-0028,MEETING_MINUTES,VND-01163,EMP-64620,,CON-005472,INV-00072,2025-04-20,MIN-CRM-0028_Compliance_Review_Meeting.docx
MIN-RCM-0029,MEETING_MINUTES,VND-00222,EMP-53230,,CON-001894,INV-00024,2023-05-20,MIN-RCM-0029_Risk_Committee_Meeting.docx
MIN-CRM-0030,MEETING_MINUTES,VND-03767,EMP-60158,,CON-004475,INV-00178,2023-05-30,MIN-CRM-0030_Compliance_Review_Meeting.docx
MIN-RCM-0031,MEETING_MINUTES,VND-03755,EMP-28563,,CON-006124,INV-00030,2024-05-22,MIN-RCM-0031_Risk_Committee_Meeting.docx
MIN-CRM-0032,MEETING_MINUTES,VND-02191,EMP-22736,,CON-001630,INV-00012,2024-08-12,MIN-CRM-0032_Compliance_Review_Meeting.docx
MIN-CRM-0033,MEETING_MINUTES,VND-03452,EMP-9046,,CON-008582,INV-00110,2024-05-04,MIN-CRM-0033_Compliance_Review_Meeting.docx
MIN-ARM-0034,MEETING_MINUTES,VND-03247,EMP-12964,,CON-007443,INV-00279,2024-02-11,MIN-ARM-0034_Audit_Review_Meeting.docx
MIN-RCM-0035,MEETING_MINUTES,VND-03856,EMP-58666,,CON-007680,INV-00086,2023-04-18,MIN-RCM-0035_Risk_Committee_Meeting.docx
MIN-RCM-0036,MEETING_MINUTES,VND-04186,EMP-54685,,CON-004390,INV-00281,2023-07-22,MIN-RCM-0036_Risk_Committee_Meeting.docx
MIN-RCM-0037,MEETING_MINUTES,VND-01042,EMP-39441,,CON-006225,INV-00439,2025-07-04,MIN-RCM-0037_Risk_Committee_Meeting.docx
MIN-ARM-0038,MEETING_MINUTES,VND-01418,EMP-23870,,CON-000843,INV-00280,2025-06-30,MIN-ARM-0038_Audit_Review_Meeting.docx
MIN-CRM-0039,MEETING_MINUTES,VND-00243,EMP-15317,,CON-009998,INV-00404,2026-02-12,MIN-CRM-0039_Compliance_Review_Meeting.docx
MIN-CRM-0040,MEETING_MINUTES,VND-01326,EMP-61748,,CON-005932,INV-00104,2023-05-24,MIN-CRM-0040_Compliance_Review_Meeting.docx
MIN-CRM-0041,MEETING_MINUTES,VND-03297,EMP-69590,,CON-001497,INV-00378,2024-10-13,MIN-CRM-0041_Compliance_Review_Meeting.docx
MIN-ARM-0042,MEETING_MINUTES,VND-04399,EMP-8209,,CON-008824,INV-00022,2023-12-27,MIN-ARM-0042_Audit_Review_Meeting.docx
MIN-RCM-0043,MEETING_MINUTES,VND-00610,EMP-24306,,CON-004420,INV-00343,2023-11-06,MIN-RCM-0043_Risk_Committee_Meeting.docx
MIN-ARM-0044,MEETING_MINUTES,VND-00526,EMP-34286,,CON-006446,INV-00375,2025-12-18,MIN-ARM-0044_Audit_Review_Meeting.docx
MIN-ARM-0045,MEETING_MINUTES,VND-04175,EMP-25437,,CON-006721,INV-00067,2025-06-11,MIN-ARM-0045_Audit_Review_Meeting.docx
MIN-CRM-0046,MEETING_MINUTES,VND-04695,EMP-10012,,CON-009239,INV-00255,2023-07-18,MIN-CRM-0046_Compliance_Review_Meeting.docx
MIN-ARM-0047,MEETING_MINUTES,VND-02188,EMP-51290,,CON-008619,INV-00262,2026-04-23,MIN-ARM-0047_Audit_Review_Meeting.docx
MIN-CRM-0048,MEETING_MINUTES,VND-02508,EMP-37684,,CON-001119,INV-00412,2026-02-01,MIN-CRM-0048_Compliance_Review_Meeting.docx
MIN-ARM-0049,MEETING_MINUTES,VND-02799,EMP-35475,,CON-005503,INV-00473,2025-03-25,MIN-ARM-0049_Audit_Review_Meeting.docx
MIN-ARM-0050,MEETING_MINUTES,VND-04853,EMP-37456,,CON-003167,INV-00210,2024-12-04,MIN-ARM-0050_Audit_Review_Meeting.docx
