document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
INV-00332,INVESTIGATION_REPORT,VND-00245,EMP-9606,TXN-811918,,INV-00332,2023-01-13,INV-00332_Investigation_Report.pdf
INV-00061,INVESTIGATION_REPORT,VND-02244,EMP-27517,TXN-C1553712834,,INV-00061,2025-05-22,INV-00061_Investigation_Report.pdf
INV-00129,INVESTIGATION_REPORT,VND-00942,EMP-74065,TXN-735640,,INV-00129,2023-01-30,INV-00129_Investigation_Report.pdf
INV-00191,INVESTIGATION_REPORT,VND-03050,EMP-59581,TXN-C131020100,,INV-00191,2023-02-04,INV-00191_Investigation_Report.pdf
INV-00273,INVESTIGATION_REPORT,VND-02554,EMP-48883,TXN-C908810206,,INV-00273,2023-06-22,INV-00273_Investigation_Report.pdf
INV-00280,INVESTIGATION_REPORT,VND-01194,EMP-53269,TXN-271688,,INV-00280,2025-11-06,INV-00280_Investigation_Report.pdf
INV-00452,INVESTIGATION_REPORT,VND-03612,EMP-46035,TXN-967462,,INV-00452,2024-12-30,INV-00452_Investigation_Report.pdf
INV-00275,INVESTIGATION_REPORT,VND-00105,EMP-38523,TXN-EXT-004463,,INV-00275,2023-11-29,INV-00275_Investigation_Report.pdf
INV-00414,INVESTIGATION_REPORT,VND-03287,EMP-48737,TXN-C2144845715,,INV-00414,2024-03-26,INV-00414_Investigation_Report.pdf
INV-00244,INVESTIGATION_REPORT,VND-00334,EMP-43439,TXN-C1784267005,,INV-00244,2023-11-15,INV-00244_Investigation_Report.pdf
INV-00040,INVESTIGATION_REPORT,VND-02300,EMP-64170,TXN-C981270437,,INV-00040,2023-11-10,INV-00040_Investigation_Report.pdf
INV-00354,INVESTIGATION_REPORT,VND-01342,EMP-68393,TXN-844984,,INV-00354,2025-04-13,INV-00354_Investigation_Report.pdf
INV-00411,INVESTIGATION_REPORT,VND-01351,EMP-66977,TXN-C1042643178,,INV-00411,2026-02-20,INV-00411_Investigation_Report.pdf
INV-00312,INVESTIGATION_REPORT,VND-00387,EMP-63056,TXN-C2083969860,,INV-00312,2025-05-08,INV-00312_Investigation_Report.pdf
INV-00282,INVESTIGATION_REPORT,VND-04946,EMP-4368,TXN-C772968868,,INV-00282,2025-08-25,INV-00282_Investigation_Report.pdf
INV-00320,INVESTIGATION_REPORT,VND-03153,EMP-54166,TXN-C476380859,,INV-00320,2023-11-12,INV-00320_Investigation_Report.pdf
INV-00140,INVESTIGATION_REPORT,VND-03160,EMP-33058,TXN-C1212126210,,INV-00140,2024-03-03,INV-00140_Investigation_Report.pdf
INV-00446,INVESTIGATION_REPORT,VND-01027,EMP-4064,TXN-C1324173038,,INV-00446,2023-11-26,INV-00446_Investigation_Report.pdf
INV-00286,INVESTIGATION_REPORT,VND-01610,EMP-16378,TXN-EXT-000989,,INV-00286,2023-05-12,INV-00286_Investigation_Report.pdf
INV-00459,INVESTIGATION_REPORT,VND-03681,EMP-34257,TXN-696220,,INV-00459,2025-12-30,INV-00459_Investigation_Report.pdf
INV-00221,INVESTIGATION_REPORT,VND-03797,EMP-CORP-00037,TXN-C872890697,,INV-00221,2025-07-04,INV-00221_Investigation_Report.pdf
INV-00373,INVESTIGATION_REPORT,VND-03724,EMP-11768,TXN-125348,,INV-00373,2024-07-14,INV-00373_Investigation_Report.pdf
INV-00424,INVESTIGATION_REPORT,VND-03124,EMP-13172,TXN-C1436306950,,INV-00424,2024-05-13,INV-00424_Investigation_Report.pdf
INV-00204,INVESTIGATION_REPORT,VND-01822,EMP-38845,TXN-C597534690,,INV-00204,2023-06-23,INV-00204_Investigation_Report.pdf
INV-00285,INVESTIGATION_REPORT,VND-02997,EMP-23402,TXN-C1601614336,,INV-00285,2025-02-22,INV-00285_Investigation_Report.pdf
INV-00054,INVESTIGATION_REPORT,VND-03470,EMP-11910,TXN-C1688868596,,INV-00054,2024-05-25,INV-00054_Investigation_Report.pdf
INV-00171,INVESTIGATION_REPORT,VND-00176,EMP-58450,TXN-176694,,INV-00171,2025-06-27,INV-00171_Investigation_Report.pdf
INV-00434,INVESTIGATION_REPORT,VND-04068,EMP-RM768,TXN-C647226268,,INV-00434,2024-08-17,INV-00434_Investigation_Report.pdf
INV-00105,INVESTIGATION_REPORT,VND-04936,EMP-21400,TXN-EXT-002246,,INV-00105,2024-01-07,INV-00105_Investigation_Report.pdf
INV-00345,INVESTIGATION_REPORT,VND-04524,EMP-42249,TXN-C1816845124,,INV-00345,2025-07-30,INV-00345_Investigation_Report.pdf
INV-00118,INVESTIGATION_REPORT,VND-03420,EMP-40795,TXN-744820,,INV-00118,2025-03-25,INV-00118_Investigation_Report.pdf
INV-00017,INVESTIGATION_REPORT,VND-03861,EMP-43647,TXN-C1799292509,,INV-00017,2023-07-12,INV-00017_Investigation_Report.pdf
INV-00222,INVESTIGATION_REPORT,VND-01391,EMP-6578,TXN-C1690642260,,INV-00222,2025-08-09,INV-00222_Investigation_Report.pdf
INV-00369,INVESTIGATION_REPORT,VND-03019,EMP-51374,TXN-C1063777791,,INV-00369,2024-01-07,INV-00369_Investigation_Report.pdf
INV-00130,INVESTIGATION_REPORT,VND-00327,EMP-24489,TXN-860999,,INV-00130,2024-10-27,INV-00130_Investigation_Report.pdf
INV-00458,INVESTIGATION_REPORT,VND-03250,EMP-1429,TXN-C2048227213,,INV-00458,2023-12-29,INV-00458_Investigation_Report.pdf
INV-00278,INVESTIGATION_REPORT,VND-04305,EMP-73841,TXN-C1906019406,,INV-00278,2023-06-26,INV-00278_Investigation_Report.pdf
INV-00401,INVESTIGATION_REPORT,VND-02374,EMP-48048,TXN-C66348462,,INV-00401,2024-02-29,INV-00401_Investigation_Report.pdf
INV-00241,INVESTIGATION_REPORT,VND-03816,EMP-57749,TXN-588736,,INV-00241,2023-06-13,INV-00241_Investigation_Report.pdf
INV-00175,INVESTIGATION_REPORT,VND-03007,EMP-16131,TXN-894944,,INV-00175,2023-11-19,INV-00175_Investigation_Report.pdf
INV-00319,INVESTIGATION_REPORT,VND-02341,EMP-RM013,TXN-C1702953213,,INV-00319,2024-05-04,INV-00319_Investigation_Report.pdf
INV-00493,INVESTIGATION_REPORT,VND-01777,EMP-10426,TXN-C1358847474,,INV-00493,2023-07-11,INV-00493_Investigation_Report.pdf
INV-00399,INVESTIGATION_REPORT,VND-01809,EMP-53581,TXN-C908727678,,INV-00399,2025-11-10,INV-00399_Investigation_Report.pdf
INV-00190,INVESTIGATION_REPORT,VND-02516,EMP-6931,TXN-792204,,INV-00190,2023-09-12,INV-00190_Investigation_Report.pdf
INV-00212,INVESTIGATION_REPORT,VND-00617,EMP-13395,TXN-863476,,INV-00212,2024-07-05,INV-00212_Investigation_Report.pdf
INV-00347,INVESTIGATION_REPORT,VND-04313,EMP-8169,TXN-EXT-002334,,INV-00347,2023-12-21,INV-00347_Investigation_Report.pdf
INV-00379,INVESTIGATION_REPORT,VND-00891,EMP-57797,TXN-725120,,INV-00379,2025-11-06,INV-00379_Investigation_Report.pdf
INV-00145,INVESTIGATION_REPORT,VND-03037,EMP-56726,TXN-C548454569,,INV-00145,2023-04-14,INV-00145_Investigation_Report.pdf
INV-00217,INVESTIGATION_REPORT,VND-00191,EMP-68585,TXN-C156467721,,INV-00217,2024-03-22,INV-00217_Investigation_Report.pdf
INV-00005,INVESTIGATION_REPORT,VND-01825,EMP-26153,TXN-C834785400,,INV-00005,2023-09-28,INV-00005_Investigation_Report.pdf
INV-00407,INVESTIGATION_REPORT,VND-00237,EMP-RM980,TXN-EXT-003441,,INV-00407,2023-12-17,INV-00407_Investigation_Report.pdf
INV-00380,INVESTIGATION_REPORT,VND-03215,EMP-61479,TXN-EXT-003674,,INV-00380,2023-02-26,INV-00380_Investigation_Report.pdf
INV-00027,INVESTIGATION_REPORT,VND-01612,EMP-44608,TXN-C1509645626,,INV-00027,2024-10-25,INV-00027_Investigation_Report.pdf
INV-00449,INVESTIGATION_REPORT,VND-00860,EMP-15972,TXN-403282,,INV-00449,2025-02-06,INV-00449_Investigation_Report.pdf
INV-00485,INVESTIGATION_REPORT,VND-04828,EMP-CORP-00550,TXN-784463,,INV-00485,2026-02-21,INV-00485_Investigation_Report.pdf
INV-00464,INVESTIGATION_REPORT,VND-02322,EMP-6028,TXN-C1108675351,,INV-00464,2024-02-22,INV-00464_Investigation_Report.pdf
INV-00088,INVESTIGATION_REPORT,VND-00257,EMP-71528,TXN-C1590075830,,INV-00088,2023-07-27,INV-00088_Investigation_Report.pdf
INV-00045,INVESTIGATION_REPORT,VND-01734,EMP-34405,TXN-726440,,INV-00045,2023-11-20,INV-00045_Investigation_Report.pdf
INV-00021,INVESTIGATION_REPORT,VND-00769,EMP-22657,TXN-540578,,INV-00021,2025-07-20,INV-00021_Investigation_Report.pdf
INV-00385,INVESTIGATION_REPORT,VND-04858,EMP-7549,TXN-539357,,INV-00385,2025-03-17,INV-00385_Investigation_Report.pdf
INV-00259,INVESTIGATION_REPORT,VND-01573,EMP-69990,TXN-C1215616862,,INV-00259,2024-08-27,INV-00259_Investigation_Report.pdf
INV-00062,INVESTIGATION_REPORT,VND-04363,EMP-37423,TXN-357148,,INV-00062,2023-06-19,INV-00062_Investigation_Report.pdf
INV-00034,INVESTIGATION_REPORT,VND-01286,EMP-1761,TXN-986029,,INV-00034,2024-02-11,INV-00034_Investigation_Report.pdf
INV-00116,INVESTIGATION_REPORT,VND-01248,EMP-54952,TXN-C12709456,,INV-00116,2024-04-21,INV-00116_Investigation_Report.pdf
INV-00089,INVESTIGATION_REPORT,VND-03038,EMP-38106,TXN-EXT-004873,,INV-00089,2025-02-22,INV-00089_Investigation_Report.pdf
INV-00201,INVESTIGATION_REPORT,VND-00633,EMP-20722,TXN-487209,,INV-00201,2023-04-20,INV-00201_Investigation_Report.pdf
INV-00415,INVESTIGATION_REPORT,VND-04990,EMP-15408,TXN-197906,,INV-00415,2024-02-26,INV-00415_Investigation_Report.pdf
INV-00205,INVESTIGATION_REPORT,VND-02227,EMP-1229,TXN-C913934531,,INV-00205,2024-05-12,INV-00205_Investigation_Report.pdf
INV-00325,INVESTIGATION_REPORT,VND-04524,EMP-19451,TXN-317834,,INV-00325,2026-01-04,INV-00325_Investigation_Report.pdf
INV-00156,INVESTIGATION_REPORT,VND-04124,EMP-59829,TXN-364078,,INV-00156,2025-11-08,INV-00156_Investigation_Report.pdf
INV-00138,INVESTIGATION_REPORT,VND-02428,EMP-56161,TXN-659972,,INV-00138,2023-10-01,INV-00138_Investigation_Report.pdf
INV-00314,INVESTIGATION_REPORT,VND-04225,EMP-22616,TXN-837003,,INV-00314,2023-09-18,INV-00314_Investigation_Report.pdf
INV-00144,INVESTIGATION_REPORT,VND-01216,EMP-57558,TXN-C178759475,,INV-00144,2025-06-15,INV-00144_Investigation_Report.pdf
INV-00413,INVESTIGATION_REPORT,VND-02382,EMP-13272,TXN-EXT-004484,,INV-00413,2024-08-10,INV-00413_Investigation_Report.pdf
INV-00283,INVESTIGATION_REPORT,VND-02560,EMP-58904,TXN-892756,,INV-00283,2023-12-25,INV-00283_Investigation_Report.pdf
INV-00008,INVESTIGATION_REPORT,VND-02687,EMP-56844,TXN-716082,,INV-00008,2024-08-14,INV-00008_Investigation_Report.pdf
INV-00425,INVESTIGATION_REPORT,VND-03012,EMP-67108,TXN-750101,,INV-00425,2025-02-01,INV-00425_Investigation_Report.pdf
INV-00231,INVESTIGATION_REPORT,VND-00759,EMP-29340,TXN-C54134077,,INV-00231,2023-11-10,INV-00231_Investigation_Report.pdf
INV-00488,INVESTIGATION_REPORT,VND-04496,EMP-49099,TXN-C1183846879,,INV-00488,2024-08-19,INV-00488_Investigation_Report.pdf
INV-00154,INVESTIGATION_REPORT,VND-00082,EMP-54590,TXN-638782,,INV-00154,2023-03-11,INV-00154_Investigation_Report.pdf
INV-00291,INVESTIGATION_REPORT,VND-04129,EMP-21015,TXN-447281,,INV-00291,2024-12-14,INV-00291_Investigation_Report.pdf
INV-00022,INVESTIGATION_REPORT,VND-00528,EMP-16590,TXN-C561200318,,INV-00022,2024-04-22,INV-00022_Investigation_Report.pdf
