document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
AR-02336,AUDIT_REPORT,VND-04300,EMP-56448,TXN-EXT-002064,,,2023-08-16,AR-02336_Vendor_Risk_Audit.pdf
AR-02337,AUDIT_REPORT,VND-04494,EMP-27255,TXN-C449690446,,,2026-01-03,AR-02337_Procurement_Compliance_Audit.pdf
AR-02338,AUDIT_REPORT,VND-01205,EMP-53451,TXN-C211507865,,,2023-06-20,AR-02338_Expense_Audit.pdf
AR-02339,AUDIT_REPORT,VND-00982,EMP-70956,TXN-499570,,,2024-01-02,AR-02339_Anti-Fraud_Investigation_Audit.pdf
AR-02340,AUDIT_REPORT,VND-04686,EMP-25967,TXN-301505,,,2025-05-08,AR-02340_Financial_Transaction_Audit.pdf
AR-02341,AUDIT_REPORT,VND-02341,EMP-39387,TXN-C650223050,,,2026-02-07,AR-02341_Vendor_Risk_Audit.pdf
AR-02342,AUDIT_REPORT,VND-00756,EMP-45661,TXN-801386,,,2026-01-04,AR-02342_Approval_Controls_Audit.pdf
AR-02343,AUDIT_REPORT,VND-00381,EMP-14769,TXN-C643914817,,,2026-02-08,AR-02343_Vendor_Risk_Audit.pdf
AR-02344,AUDIT_REPORT,VND-01968,EMP-40139,TXN-C1088417975,,,2024-07-25,AR-02344_Procurement_Compliance_Audit.pdf
AR-02345,AUDIT_REPORT,VND-01252,EMP-72890,TXN-C1655072591,,,2024-02-21,AR-02345_Contract_Compliance_Audit.pdf
AR-02346,AUDIT_REPORT,VND-01166,EMP-67574,TXN-C908399435,,,2024-08-27,AR-02346_Procurement_Compliance_Audit.pdf
AR-02347,AUDIT_REPORT,VND-04355,EMP-39512,TXN-436754,,,2024-09-05,AR-02347_Financial_Transaction_Audit.pdf
AR-02348,AUDIT_REPORT,VND-03758,EMP-43895,TXN-EXT-003274,,,2024-07-03,AR-02348_Financial_Transaction_Audit.pdf
AR-02349,AUDIT_REPORT,VND-00366,EMP-5519,TXN-697697,,,2024-01-20,AR-02349_Anti-Fraud_Investigation_Audit.pdf
AR-02350,AUDIT_REPORT,VND-00762,EMP-21542,TXN-985527,,,2025-08-28,AR-02350_Procurement_Compliance_Audit.pdf
CON-006253,CONTRACT,VND-02002,EMP-59544,,CON-006253,,2025-04-18,CON-006253_IronPoint_Manufacturing_Holdings.pdf
CON-004685,CONTRACT,VND-00482,EMP-26652,,CON-004685,,2023-04-26,CON-004685_KineticBlue_Ltd.pdf
CON-001732,CONTRACT,VND-03950,EMP-31635,,CON-001732,,2025-12-16,CON-001732_FusionCore_Analytics_Inc.pdf
CON-004743,CONTRACT,VND-02113,EMP-55039,,CON-004743,,2025-12-07,CON-004743_KineticBlue_Ltd.pdf
CON-004522,CONTRACT,VND-02745,EMP-70174,,CON-004522,,2023-09-20,CON-004522_CoreVault_Systems_Ltd.pdf
CON-006341,CONTRACT,VND-03162,EMP-6338,,CON-006341,,2025-12-05,CON-006341_QuantumEdge_Solutions_Group.pdf
CON-000577,CONTRACT,VND-04358,MGR-12.0,,CON-000577,,2025-10-05,CON-000577_NexPoint_Analytics.pdf
CON-005203,CONTRACT,VND-03313,EMP-49963,,CON-005203,,2023-03-21,CON-005203_Alpha_Inc_Inc.pdf
CON-006364,CONTRACT,VND-03166,EMP-2380,,CON-006364,,2024-03-12,CON-006364_XpressCore_Dynamics_Ltd.pdf
CON-000440,CONTRACT,VND-03094,EMP-52981,,CON-000440,,2024-03-27,CON-000440_DawnTech_Services_Ltd.pdf
CON-002751,CONTRACT,VND-02790,EMP-66553,,CON-002751,,2024-12-19,CON-002751_BlueStar_Procurement.pdf
CON-007488,CONTRACT,VND-03867,EMP-42659,,CON-007488,,2025-07-31,CON-007488_BlueStar_Procurement_Group.pdf
CON-005273,CONTRACT,VND-04101,EMP-2505,,CON-005273,,2024-02-03,CON-005273_XcelPath_Networks_Group.pdf
CON-005654,CONTRACT,VND-04542,EMP-16318,,CON-005654,,2024-12-09,CON-005654_XcelPath_Networks_Ltd.pdf
CON-004000,CONTRACT,VND-03716,EMP-34142,,CON-004000,,2026-02-12,CON-004000_FusionCore_Analytics_Inc.pdf
CON-006034,CONTRACT,VND-00139,EMP-RM739,,CON-006034,,2024-10-26,CON-006034_RedPoint_Consulting_Inc.pdf
CON-000583,CONTRACT,VND-03600,EMP-31534,,CON-000583,,2025-03-09,CON-000583_RapidCore_Consulting.pdf
CON-009931,CONTRACT,VND-02772,EMP-28637,,CON-009931,,2023-12-12,CON-009931_ZenithBridge_Corp_Holdings.pdf
CON-007052,CONTRACT,VND-04789,EMP-30180,,CON-007052,,2024-09-11,CON-007052_UnityCore_Technologies_Holdings.pdf
CON-008159,CONTRACT,VND-03511,EMP-59933,,CON-008159,,2025-08-13,CON-008159_FlowBridge_Inc.pdf
CON-009897,CONTRACT,VND-02193,EMP-12969,,CON-009897,,2023-12-19,CON-009897_BridgeTech_Consulting_Group.pdf
CON-002250,CONTRACT,VND-00298,EMP-6372,,CON-002250,,2023-10-06,CON-002250_KryptonPath_Ltd.pdf
CON-004641,CONTRACT,VND-03302,EMP-16650,,CON-004641,,2026-03-03,CON-004641_JetStream_Analytics_Ltd.pdf
CON-009486,CONTRACT,VND-02560,EMP-RM511,,CON-009486,,2025-10-13,CON-009486_SkyBridge_Logistics_Ltd.pdf
CON-004948,CONTRACT,VND-01436,EMP-51033,,CON-004948,,2025-12-05,CON-004948_HarborLight_Services_Inc.pdf
CON-009921,CONTRACT,VND-04754,EMP-40030,,CON-009921,,2023-03-16,CON-009921_LatticeCore_Partners_Inc.pdf
CON-001964,CONTRACT,VND-00041,EMP-RM702,,CON-001964,,2024-05-13,CON-001964_NorthBridge_Supplies_Inc.pdf
CON-008244,CONTRACT,VND-04159,EMP-CORP-00170,,CON-008244,,2023-05-30,CON-008244_Beta_Supplies_Inc.pdf
CON-006591,CONTRACT,VND-01522,EMP-16855,,CON-006591,,2024-04-24,CON-006591_EdgeWave_Technologies_LLC.pdf
CON-008848,CONTRACT,VND-01932,EMP-4783,,CON-008848,,2023-03-28,CON-008848_JadeCore_Solutions_LLC.pdf
CON-000322,CONTRACT,VND-01956,EMP-41644,,CON-000322,,2025-11-02,CON-000322_LatticeCore_Partners_Holdings.pdf
CON-002679,CONTRACT,VND-00169,EMP-8051,,CON-002679,,2025-03-16,CON-002679_SilverPath_Holdings_Group.pdf
CON-004626,CONTRACT,VND-04278,EMP-51673,,CON-004626,,2023-11-09,CON-004626_BlueStar_Procurement.pdf
CON-004950,CONTRACT,VND-03712,EMP-8797,,CON-004950,,2026-02-02,CON-004950_IronPoint_Manufacturing_Ltd.pdf
CON-008329,CONTRACT,VND-03809,EMP-1803,,CON-008329,,2025-02-26,CON-008329_RedPoint_Consulting_Ltd.pdf
CON-003338,CONTRACT,VND-04945,EMP-37468,,CON-003338,,2024-05-18,CON-003338_InnoCore_Dynamics_Holdings.pdf
CON-005590,CONTRACT,VND-01056,EMP-28265,,CON-005590,,2024-07-24,CON-005590_SilverPath_Holdings_Group.pdf
CON-000252,CONTRACT,VND-04195,EMP-73308,,CON-000252,,2025-08-10,CON-000252_WaveCore_Manufacturing_Inc.pdf
CON-003974,CONTRACT,VND-00404,EMP-30463,,CON-003974,,2024-02-16,CON-003974_EcoVenture_Supplies_Group.pdf
CON-006631,CONTRACT,VND-04043,EMP-14364,,CON-006631,,2026-03-31,CON-006631_CoreVault_Systems_Ltd.pdf
CON-005548,CONTRACT,VND-00926,EMP-48044,,CON-005548,,2024-06-09,CON-005548_FlowBridge_Inc.pdf
CON-000036,CONTRACT,VND-01115,EMP-39324,,CON-000036,,2023-11-19,CON-000036_HarborLight_Services_Ltd.pdf
CON-008363,CONTRACT,VND-04126,EMP-72846,,CON-008363,,2024-12-04,CON-008363_Alpha_Inc_Holdings.pdf
CON-001514,CONTRACT,VND-03591,EMP-18215,,CON-001514,,2023-10-16,CON-001514_YellowBridge_Partners_International.pdf
CON-009318,CONTRACT,VND-01011,EMP-65946,,CON-009318,,2024-09-08,CON-009318_FlowBridge_Inc_Holdings.pdf
CON-000040,CONTRACT,VND-02787,EMP-51157,,CON-000040,,2023-06-08,CON-000040_NexPoint_Analytics_Inc.pdf
CON-004820,CONTRACT,VND-03246,EMP-23635,,CON-004820,,2025-07-12,CON-004820_ZenithBridge_Corp_Inc.pdf
CON-003466,CONTRACT,VND-01788,EMP-73918,,CON-003466,,2026-02-07,CON-003466_SilverPath_Holdings_International.pdf
CON-001761,CONTRACT,VND-02719,EMP-63462,,CON-001761,,2024-06-17,CON-001761_XpressCore_Dynamics_International.pdf
CON-002305,CONTRACT,VND-04080,EMP-72943,,CON-002305,,2025-07-13,CON-002305_YellowBridge_Partners_Holdings.pdf
CON-003724,CONTRACT,VND-01046,EMP-14290,,CON-003724,,2025-11-27,CON-003724_DawnTech_Services_Inc.pdf
CON-008285,CONTRACT,VND-02490,EMP-3709,,CON-008285,,2023-02-08,CON-008285_HarborLight_Services_Inc.pdf
CON-004994,CONTRACT,VND-01702,EMP-26337,,CON-004994,,2023-05-12,CON-004994_Apex_Solutions_LLC.pdf
CON-008128,CONTRACT,VND-03242,EMP-RM271,,CON-008128,,2024-09-26,CON-008128_QuantumEdge_Solutions_Holdings.pdf
CON-003033,CONTRACT,VND-01059,EMP-71755,,CON-003033,,2023-12-08,CON-003033_InnoCore_Dynamics_Ltd.pdf
CON-007939,CONTRACT,VND-03965,EMP-CORP-00219,,CON-007939,,2025-06-05,CON-007939_Apex_Solutions_Ltd.pdf
CON-003040,CONTRACT,VND-04137,EMP-29923,,CON-003040,,2025-12-30,CON-003040_OpenBridge_Systems.pdf
CON-009656,CONTRACT,VND-01901,EMP-3393,,CON-009656,,2025-01-24,CON-009656_JetStream_Analytics_Inc.pdf
CON-002546,CONTRACT,VND-00161,EMP-63846,,CON-002546,,2023-03-31,CON-002546_MeridianTech_LLC.pdf
CON-002593,CONTRACT,VND-01152,EMP-58694,,CON-002593,,2025-09-20,CON-002593_JetStream_Analytics_Inc.pdf
CON-001189,CONTRACT,VND-04955,EMP-68753,,CON-001189,,2025-10-13,CON-001189_OmegaLink_Systems_Inc.pdf
CON-007967,CONTRACT,VND-04051,EMP-25393,,CON-007967,,2025-02-12,CON-007967_JetStream_Analytics_International.pdf
CON-006078,CONTRACT,VND-03362,EMP-37350,,CON-006078,,2024-06-21,CON-006078_SilverPath_Holdings.pdf
CON-000108,CONTRACT,VND-04179,EMP-22048,,CON-000108,,2023-05-08,CON-000108_SkyBridge_Logistics_Inc.pdf
CON-001316,CONTRACT,VND-03448,EMP-32119,,CON-001316,,2025-12-06,CON-001316_VertiLink_Distributors_LLC.pdf
CON-008188,CONTRACT,VND-00350,EMP-CORP-00075,,CON-008188,,2024-02-06,CON-008188_YellowBridge_Partners_Holdings.pdf
CON-002754,CONTRACT,VND-00331,EMP-CORP-00347,,CON-002754,,2023-11-07,CON-002754_ZenithBridge_Corp.pdf
CON-009754,CONTRACT,VND-02739,EMP-70014,,CON-009754,,2024-04-27,CON-009754_PrimeAxis_Corp_Ltd.pdf
CON-006232,CONTRACT,VND-04683,EMP-58795,,CON-006232,,2024-06-07,CON-006232_NorthBridge_Supplies_International.pdf
CON-002877,CONTRACT,VND-04184,EMP-17686,,CON-002877,,2024-06-28,CON-002877_WavePath_Inc_Ltd.pdf
CON-005324,CONTRACT,VND-03208,EMP-22851,,CON-005324,,2026-03-27,CON-005324_TrueNorth_Services_LLC.pdf
CON-000800,CONTRACT,VND-00942,EMP-52880,,CON-000800,,2025-06-25,CON-000800_GreenBridge_Consulting_Holdings.pdf
CON-003571,CONTRACT,VND-04890,EMP-26577,,CON-003571,,2025-05-28,CON-003571_RedPoint_Consulting_Holdings.pdf
CON-002895,CONTRACT,VND-02287,EMP-9344,,CON-002895,,2023-09-20,CON-002895_Delta_Logistics.pdf
CON-002928,CONTRACT,VND-03206,EMP-36906,,CON-002928,,2024-12-19,CON-002928_NexPoint_Analytics_LLC.pdf
CON-008179,CONTRACT,VND-01747,EMP-59980,,CON-008179,,2025-05-06,CON-008179_Alpha_Inc_International.pdf
CON-000972,CONTRACT,VND-00963,EMP-4229,,CON-000972,,2024-04-20,CON-000972_YieldPoint_Partners_Ltd.pdf
CON-006688,CONTRACT,VND-01394,EMP-65178,,CON-006688,,2026-01-02,CON-006688_HorizonEdge_Inc_Group.pdf
CON-008576,CONTRACT,VND-02380,EMP-61663,,CON-008576,,2024-06-05,CON-008576_TrueNorth_Services_Ltd.pdf
CON-002021,CONTRACT,VND-01011,EMP-18203,,CON-002021,,2024-03-01,CON-002021_FlowBridge_Inc_Holdings.pdf
CON-009055,CONTRACT,VND-02500,EMP-55373,,CON-009055,,2023-01-13,CON-009055_ClearPath_Logistics_LLC.pdf
CON-000953,CONTRACT,VND-00531,EMP-4478,,CON-000953,,2025-02-28,CON-000953_VoltEdge_Solutions.pdf
CON-005360,CONTRACT,VND-04954,EMP-RM148,,CON-005360,,2023-01-12,CON-005360_WavePath_Inc.pdf
CON-003858,CONTRACT,VND-00919,EMP-4778,,CON-003858,,2023-04-17,CON-003858_JetStream_Analytics_Holdings.pdf
CON-005862,CONTRACT,VND-02671,EMP-36285,,CON-005862,,2024-12-21,CON-005862_RedPoint_Consulting_Ltd.pdf
CON-003146,CONTRACT,VND-01519,EMP-6644,,CON-003146,,2023-10-02,CON-003146_Epsilon_Group_Group.pdf
CON-003306,CONTRACT,VND-02792,EMP-29524,,CON-003306,,2025-01-02,CON-003306_Beta_Supplies_LLC.pdf
CON-003007,CONTRACT,VND-04702,EMP-51512,,CON-003007,,2023-07-27,CON-003007_BridgeTech_Consulting.pdf
CON-009002,CONTRACT,VND-01038,EMP-RM342,,CON-009002,,2026-02-04,CON-009002_UnityCore_Technologies_Holdings.pdf
CON-007771,CONTRACT,VND-02712,EMP-21904,,CON-007771,,2026-01-26,CON-007771_PrimeAxis_Corp_Group.pdf
CON-007439,CONTRACT,VND-00207,EMP-25219,,CON-007439,,2025-01-02,CON-007439_BridgeTech_Consulting.pdf
CON-007943,CONTRACT,VND-01343,EMP-13552,,CON-007943,,2025-03-08,CON-007943_MomentumCore_Corp_LLC.pdf
CON-009239,CONTRACT,VND-02616,EMP-40738,,CON-009239,,2024-09-05,CON-009239_FlowBridge_Inc_International.pdf
CON-001057,CONTRACT,VND-03831,EMP-17201,,CON-001057,,2026-01-24,CON-001057_JetStream_Analytics_LLC.pdf
CON-003155,CONTRACT,VND-04754,EMP-1396,,CON-003155,,2025-05-14,CON-003155_LatticeCore_Partners_Inc.pdf
CON-003788,CONTRACT,VND-03941,EMP-58546,,CON-003788,,2025-01-12,CON-003788_EcoVenture_Supplies_Group.pdf
CON-009190,CONTRACT,VND-03038,EMP-32091,,CON-009190,,2024-12-17,CON-009190_NexPoint_Analytics.pdf
CON-007826,CONTRACT,VND-01340,EMP-12429,,CON-007826,,2024-01-15,CON-007826_TitanPath_Holdings_International.pdf
CON-007540,CONTRACT,VND-02929,EMP-47098,,CON-007540,,2023-07-10,CON-007540_GreenBridge_Consulting_Group.pdf
CON-007232,CONTRACT,VND-02979,EMP-19456,,CON-007232,,2023-04-11,CON-007232_JadeCore_Solutions_Inc.pdf
EML-APR-00001,EMAIL_APPROVAL_REQUEST,,EMP-RM796,TXN-C1546842815,,,2023-02-06,EML-APR-00001.eml
EML-APR-00002,EMAIL_APPROVAL_REQUEST,,EMP-RM1278,TXN-C28658691,,,2024-11-17,EML-APR-00002.eml
EML-APR-00003,EMAIL_APPROVAL_REQUEST,,EMP-RM899,TXN-C959983859,,,2025-12-28,EML-APR-00003.eml
EML-APR-00004,EMAIL_APPROVAL_REQUEST,,EMP-RM1035,TXN-101635,,,2023-01-04,EML-APR-00004.eml
EML-APR-00005,EMAIL_APPROVAL_REQUEST,,MGR-14.0,TXN-C909777411,,,2025-12-16,EML-APR-00005.eml
EML-APR-00006,EMAIL_APPROVAL_REQUEST,,EMP-RM180,TXN-C1323235180,,,2024-09-18,EML-APR-00006.eml
EML-APR-00007,EMAIL_APPROVAL_REQUEST,,MGR-20.0,TXN-552990,,,2025-08-15,EML-APR-00007.eml
EML-APR-00008,EMAIL_APPROVAL_REQUEST,,EMP-RM277,TXN-994876,,,2023-05-21,EML-APR-00008.eml
EML-APR-00009,EMAIL_APPROVAL_REQUEST,,MGR-18.0,TXN-655500,,,2025-06-01,EML-APR-00009.eml
EML-APR-00010,EMAIL_APPROVAL_REQUEST,,EMP-RM508,TXN-C120999784,,,2024-07-17,EML-APR-00010.eml
EML-APR-00011,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-982528,,,2024-07-15,EML-APR-00011.eml
EML-APR-00012,EMAIL_APPROVAL_REQUEST,,EMP-RM482,TXN-582539,,,2025-06-28,EML-APR-00012.eml
EML-APR-00013,EMAIL_APPROVAL_REQUEST,,EMP-RM1293,TXN-C472117086,,,2025-03-30,EML-APR-00013.eml
EML-APR-00014,EMAIL_APPROVAL_REQUEST,,EMP-RM655,TXN-C163647132,,,2024-07-26,EML-APR-00014.eml
EML-APR-00015,EMAIL_APPROVAL_REQUEST,,EMP-RM996,TXN-C1135189746,,,2023-07-25,EML-APR-00015.eml
EML-APR-00016,EMAIL_APPROVAL_REQUEST,,EMP-RM727,TXN-C1534435611,,,2025-07-19,EML-APR-00016.eml
EML-APR-00017,EMAIL_APPROVAL_REQUEST,,EMP-RM927,TXN-254926,,,2025-09-13,EML-APR-00017.eml
EML-APR-00018,EMAIL_APPROVAL_REQUEST,,MGR-4.0,TXN-562763,,,2025-10-21,EML-APR-00018.eml
EML-APR-00019,EMAIL_APPROVAL_REQUEST,,MGR-17.0,TXN-C467036416,,,2025-07-18,EML-APR-00019.eml
EML-APR-00020,EMAIL_APPROVAL_REQUEST,,EMP-RM771,TXN-266934,,,2024-11-19,EML-APR-00020.eml
EML-APR-00021,EMAIL_APPROVAL_REQUEST,,EMP-RM882,TXN-C290672305,,,2024-08-16,EML-APR-00021.eml
EML-APR-00022,EMAIL_APPROVAL_REQUEST,,EMP-RM583,TXN-133519,,,2025-12-10,EML-APR-00022.eml
EML-APR-00023,EMAIL_APPROVAL_REQUEST,,EMP-RM849,TXN-C1850107823,,,2025-04-06,EML-APR-00023.eml
EML-APR-00024,EMAIL_APPROVAL_REQUEST,,MGR-4.0,TXN-C1708418139,,,2024-09-09,EML-APR-00024.eml
EML-APR-00025,EMAIL_APPROVAL_REQUEST,,EMP-RM618,TXN-C1251709638,,,2024-10-11,EML-APR-00025.eml
EML-APR-00026,EMAIL_APPROVAL_REQUEST,,EMP-RM1327,TXN-C271780574,,,2024-02-11,EML-APR-00026.eml
EML-APR-00027,EMAIL_APPROVAL_REQUEST,,EMP-RM058,TXN-628305,,,2026-01-04,EML-APR-00027.eml
EML-APR-00028,EMAIL_APPROVAL_REQUEST,,MGR-14.0,TXN-C1925960133,,,2023-07-31,EML-APR-00028.eml
EML-APR-00029,EMAIL_APPROVAL_REQUEST,,MGR-22.0,TXN-880158,,,2023-01-16,EML-APR-00029.eml
EML-APR-00030,EMAIL_APPROVAL_REQUEST,,EMP-RM601,TXN-C1537556645,,,2025-08-25,EML-APR-00030.eml
EML-APR-00031,EMAIL_APPROVAL_REQUEST,,EMP-RM1359,TXN-900701,,,2023-03-17,EML-APR-00031.eml
EML-APR-00032,EMAIL_APPROVAL_REQUEST,,MGR-16.0,TXN-564520,,,2023-03-23,EML-APR-00032.eml
EML-APR-00033,EMAIL_APPROVAL_REQUEST,,EMP-RM935,TXN-211431,,,2023-07-12,EML-APR-00033.eml
EML-APR-00034,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-646675,,,2024-04-08,EML-APR-00034.eml
EML-APR-00035,EMAIL_APPROVAL_REQUEST,,EMP-RM983,TXN-C1104169600,,,2024-01-04,EML-APR-00035.eml
EML-APR-00036,EMAIL_APPROVAL_REQUEST,,EMP-RM1099,TXN-698732,,,2025-01-03,EML-APR-00036.eml
EML-APR-00037,EMAIL_APPROVAL_REQUEST,,EMP-RM897,TXN-C761432701,,,2026-04-09,EML-APR-00037.eml
EML-APR-00038,EMAIL_APPROVAL_REQUEST,,EMP-RM991,TXN-847992,,,2024-02-15,EML-APR-00038.eml
EML-APR-00039,EMAIL_APPROVAL_REQUEST,,MGR-2.0,TXN-373711,,,2024-11-09,EML-APR-00039.eml
EML-APR-00040,EMAIL_APPROVAL_REQUEST,,EMP-RM141,TXN-657214,,,2024-12-09,EML-APR-00040.eml
EML-APR-00041,EMAIL_APPROVAL_REQUEST,,EMP-RM1152,TXN-C936544568,,,2024-11-23,EML-APR-00041.eml
EML-APR-00042,EMAIL_APPROVAL_REQUEST,,EMP-RM357,TXN-C1469118334,,,2023-03-14,EML-APR-00042.eml
EML-APR-00043,EMAIL_APPROVAL_REQUEST,,EMP-RM1174,TXN-C1163107288,,,2023-06-29,EML-APR-00043.eml
EML-APR-00044,EMAIL_APPROVAL_REQUEST,,MGR-11.0,TXN-177981,,,2025-07-10,EML-APR-00044.eml
EML-APR-00045,EMAIL_APPROVAL_REQUEST,,EMP-RM880,TXN-604438,,,2023-11-04,EML-APR-00045.eml
EML-APR-00046,EMAIL_APPROVAL_REQUEST,,MGR-11.0,TXN-C767185332,,,2026-01-23,EML-APR-00046.eml
EML-APR-00047,EMAIL_APPROVAL_REQUEST,,MGR-nan,TXN-995211,,,2023-01-29,EML-APR-00047.eml
EML-APR-00048,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-C1969357009,,,2023-06-19,EML-APR-00048.eml
EML-APR-00049,EMAIL_APPROVAL_REQUEST,,EMP-RM1026,TXN-237545,,,2023-04-04,EML-APR-00049.eml
EML-APR-00050,EMAIL_APPROVAL_REQUEST,,EMP-RM031,TXN-C1146076435,,,2024-11-04,EML-APR-00050.eml
EML-APR-00051,EMAIL_APPROVAL_REQUEST,,EMP-RM1090,TXN-C1403139019,,,2023-08-04,EML-APR-00051.eml
EML-APR-00052,EMAIL_APPROVAL_REQUEST,,EMP-RM741,TXN-C1636770273,,,2025-06-03,EML-APR-00052.eml
EML-APR-00053,EMAIL_APPROVAL_REQUEST,,EMP-RM776,TXN-456723,,,2025-10-27,EML-APR-00053.eml
EML-APR-00054,EMAIL_APPROVAL_REQUEST,,EMP-RM644,TXN-C1367071968,,,2023-03-18,EML-APR-00054.eml
EML-APR-00055,EMAIL_APPROVAL_REQUEST,,EMP-RM465,TXN-C8255699,,,2024-09-02,EML-APR-00055.eml
EML-APR-00056,EMAIL_APPROVAL_REQUEST,,MGR-39.0,TXN-596185,,,2025-02-06,EML-APR-00056.eml
