document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
CON-008285,CONTRACT,VND-02490,EMP-3709,,CON-008285,,2023-02-08,CON-008285_HarborLight_Services_Inc.pdf
CON-004994,CONTRACT,VND-01702,EMP-26337,,CON-004994,,2023-05-12,CON-004994_Apex_Solutions_LLC.pdf
CON-008128,CONTRACT,VND-03242,EMP-RM271,,CON-008128,,2024-09-26,CON-008128_QuantumEdge_Solutions_Holdings.pdf
CON-003033,CONTRACT,VND-01059,EMP-71755,,CON-003033,,2023-12-08,CON-003033_InnoCore_Dynamics_Ltd.pdf
CON-007939,CONTRACT,VND-03965,EMP-CORP-00219,,CON-007939,,2025-06-05,CON-007939_Apex_Solutions_Ltd.pdf
CON-003040,CONTRACT,VND-04137,EMP-29923,,CON-003040,,2025-12-30,CON-003040_OpenBridge_Systems.pdf
CON-009656,CONTRACT,VND-01901,EMP-3393,,CON-009656,,2025-01-24,CON-009656_JetStream_Analytics_Inc.pdf
CON-002546,CONTRACT,VND-00161,EMP-63846,,CON-002546,,2023-03-31,CON-002546_MeridianTech_LLC.pdf
CON-002593,CONTRACT,VND-01152,EMP-58694,,CON-002593,,2025-09-20,CON-002593_JetStream_Analytics_Inc.pdf
CON-001189,CONTRACT,VND-04955,EMP-68753,,CON-001189,,2025-10-13,CON-001189_OmegaLink_Systems_Inc.pdf
CON-007967,CONTRACT,VND-04051,EMP-25393,,CON-007967,,2025-02-12,CON-007967_JetStream_Analytics_International.pdf
CON-006078,CONTRACT,VND-03362,EMP-37350,,CON-006078,,2024-06-21,CON-006078_SilverPath_Holdings.pdf
CON-000108,CONTRACT,VND-04179,EMP-22048,,CON-000108,,2023-05-08,CON-000108_SkyBridge_Logistics_Inc.pdf
CON-001316,CONTRACT,VND-03448,EMP-32119,,CON-001316,,2025-12-06,CON-001316_VertiLink_Distributors_LLC.pdf
CON-008188,CONTRACT,VND-00350,EMP-CORP-00075,,CON-008188,,2024-02-06,CON-008188_YellowBridge_Partners_Holdings.pdf
CON-002754,CONTRACT,VND-00331,EMP-CORP-00347,,CON-002754,,2023-11-07,CON-002754_ZenithBridge_Corp.pdf
CON-009754,CONTRACT,VND-02739,EMP-70014,,CON-009754,,2024-04-27,CON-009754_PrimeAxis_Corp_Ltd.pdf
CON-006232,CONTRACT,VND-04683,EMP-58795,,CON-006232,,2024-06-07,CON-006232_NorthBridge_Supplies_International.pdf
CON-002877,CONTRACT,VND-04184,EMP-17686,,CON-002877,,2024-06-28,CON-002877_WavePath_Inc_Ltd.pdf
CON-005324,CONTRACT,VND-03208,EMP-22851,,CON-005324,,2026-03-27,CON-005324_TrueNorth_Services_LLC.pdf
CON-000800,CONTRACT,VND-00942,EMP-52880,,CON-000800,,2025-06-25,CON-000800_GreenBridge_Consulting_Holdings.pdf
CON-003571,CONTRACT,VND-04890,EMP-26577,,CON-003571,,2025-05-28,CON-003571_RedPoint_Consulting_Holdings.pdf
CON-002895,CONTRACT,VND-02287,EMP-9344,,CON-002895,,2023-09-20,CON-002895_Delta_Logistics.pdf
CON-002928,CONTRACT,VND-03206,EMP-36906,,CON-002928,,2024-12-19,CON-002928_NexPoint_Analytics_LLC.pdf
CON-008179,CONTRACT,VND-01747,EMP-59980,,CON-008179,,2025-05-06,CON-008179_Alpha_Inc_International.pdf
CON-000972,CONTRACT,VND-00963,EMP-4229,,CON-000972,,2024-04-20,CON-000972_YieldPoint_Partners_Ltd.pdf
CON-006688,CONTRACT,VND-01394,EMP-65178,,CON-006688,,2026-01-02,CON-006688_HorizonEdge_Inc_Group.pdf
CON-008576,CONTRACT,VND-02380,EMP-61663,,CON-008576,,2024-06-05,CON-008576_TrueNorth_Services_Ltd.pdf
CON-002021,CONTRACT,VND-01011,EMP-18203,,CON-002021,,2024-03-01,CON-002021_FlowBridge_Inc_Holdings.pdf
CON-009055,CONTRACT,VND-02500,EMP-55373,,CON-009055,,2023-01-13,CON-009055_ClearPath_Logistics_LLC.pdf
CON-000953,CONTRACT,VND-00531,EMP-4478,,CON-000953,,2025-02-28,CON-000953_VoltEdge_Solutions.pdf
CON-005360,CONTRACT,VND-04954,EMP-RM148,,CON-005360,,2023-01-12,CON-005360_WavePath_Inc.pdf
CON-003858,CONTRACT,VND-00919,EMP-4778,,CON-003858,,2023-04-17,CON-003858_JetStream_Analytics_Holdings.pdf
CON-005862,CONTRACT,VND-02671,EMP-36285,,CON-005862,,2024-12-21,CON-005862_RedPoint_Consulting_Ltd.pdf
CON-003146,CONTRACT,VND-01519,EMP-6644,,CON-003146,,2023-10-02,CON-003146_Epsilon_Group_Group.pdf
CON-003306,CONTRACT,VND-02792,EMP-29524,,CON-003306,,2025-01-02,CON-003306_Beta_Supplies_LLC.pdf
CON-003007,CONTRACT,VND-04702,EMP-51512,,CON-003007,,2023-07-27,CON-003007_BridgeTech_Consulting.pdf
CON-009002,CONTRACT,VND-01038,EMP-RM342,,CON-009002,,2026-02-04,CON-009002_UnityCore_Technologies_Holdings.pdf
CON-007771,CONTRACT,VND-02712,EMP-21904,,CON-007771,,2026-01-26,CON-007771_PrimeAxis_Corp_Group.pdf
CON-007439,CONTRACT,VND-00207,EMP-25219,,CON-007439,,2025-01-02,CON-007439_BridgeTech_Consulting.pdf
CON-007943,CONTRACT,VND-01343,EMP-13552,,CON-007943,,2025-03-08,CON-007943_MomentumCore_Corp_LLC.pdf
CON-009239,CONTRACT,VND-02616,EMP-40738,,CON-009239,,2024-09-05,CON-009239_FlowBridge_Inc_International.pdf
CON-001057,CONTRACT,VND-03831,EMP-17201,,CON-001057,,2026-01-24,CON-001057_JetStream_Analytics_LLC.pdf
CON-003155,CONTRACT,VND-04754,EMP-1396,,CON-003155,,2025-05-14,CON-003155_LatticeCore_Partners_Inc.pdf
CON-003788,CONTRACT,VND-03941,EMP-58546,,CON-003788,,2025-01-12,CON-003788_EcoVenture_Supplies_Group.pdf
CON-009190,CONTRACT,VND-03038,EMP-32091,,CON-009190,,2024-12-17,CON-009190_NexPoint_Analytics.pdf
CON-007826,CONTRACT,VND-01340,EMP-12429,,CON-007826,,2024-01-15,CON-007826_TitanPath_Holdings_International.pdf
CON-007540,CONTRACT,VND-02929,EMP-47098,,CON-007540,,2023-07-10,CON-007540_GreenBridge_Consulting_Group.pdf
CON-007232,CONTRACT,VND-02979,EMP-19456,,CON-007232,,2023-04-11,CON-007232_JadeCore_Solutions_Inc.pdf
