document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
AR-02336,AUDIT_REPORT,VND-04300,EMP-56448,TXN-EXT-002064,,,2023-08-16,AR-02336_Vendor_Risk_Audit.pdf
AR-02337,AUDIT_REPORT,VND-04494,EMP-27255,TXN-C449690446,,,2026-01-03,AR-02337_Procurement_Compliance_Audit.pdf
AR-02338,AUDIT_REPORT,VND-01205,EMP-53451,TXN-C211507865,,,2023-06-20,AR-02338_Expense_Audit.pdf
AR-02339,AUDIT_REPORT,VND-00982,EMP-70956,TXN-499570,,,2024-01-02,AR-02339_Anti-Fraud_Investigation_Audit.pdf
AR-02340,AUDIT_REPORT,VND-04686,EMP-25967,TXN-301505,,,2025-05-08,AR-02340_Financial_Transaction_Audit.pdf
AR-02341,AUDIT_REPORT,VND-02341,EMP-39387,TXN-C650223050,,,2026-02-07,AR-02341_Vendor_Risk_Audit.pdf
AR-02342,AUDIT_REPORT,VND-00756,EMP-45661,TXN-801386,,,2026-01-04,AR-02342_Approval_Controls_Audit.pdf
AR-02343,AUDIT_REPORT,VND-00381,EMP-14769,TXN-C643914817,,,2026-02-08,AR-02343_Vendor_Risk_Audit.pdf
AR-02344,AUDIT_REPORT,VND-01968,EMP-40139,TXN-C1088417975,,,2024-07-25,AR-02344_Procurement_Compliance_Audit.pdf
AR-02345,AUDIT_REPORT,VND-01252,EMP-72890,TXN-C1655072591,,,2024-02-21,AR-02345_Contract_Compliance_Audit.pdf
AR-02346,AUDIT_REPORT,VND-01166,EMP-67574,TXN-C908399435,,,2024-08-27,AR-02346_Procurement_Compliance_Audit.pdf
AR-02347,AUDIT_REPORT,VND-04355,EMP-39512,TXN-436754,,,2024-09-05,AR-02347_Financial_Transaction_Audit.pdf
AR-02348,AUDIT_REPORT,VND-03758,EMP-43895,TXN-EXT-003274,,,2024-07-03,AR-02348_Financial_Transaction_Audit.pdf
AR-02349,AUDIT_REPORT,VND-00366,EMP-5519,TXN-697697,,,2024-01-20,AR-02349_Anti-Fraud_Investigation_Audit.pdf
AR-02350,AUDIT_REPORT,VND-00762,EMP-21542,TXN-985527,,,2025-08-28,AR-02350_Procurement_Compliance_Audit.pdf
