document_id,document_type,related_vendor_id,related_employee_id,related_transaction_id,related_contract_id,related_investigation_id,creation_date,file_name
EML-APR-00026,EMAIL_APPROVAL_REQUEST,,EMP-RM1327,TXN-C271780574,,,2024-02-11,EML-APR-00026.eml
EML-APR-00027,EMAIL_APPROVAL_REQUEST,,EMP-RM058,TXN-628305,,,2026-01-04,EML-APR-00027.eml
EML-APR-00028,EMAIL_APPROVAL_REQUEST,,MGR-14.0,TXN-C1925960133,,,2023-07-31,EML-APR-00028.eml
EML-APR-00029,EMAIL_APPROVAL_REQUEST,,MGR-22.0,TXN-880158,,,2023-01-16,EML-APR-00029.eml
EML-APR-00030,EMAIL_APPROVAL_REQUEST,,EMP-RM601,TXN-C1537556645,,,2025-08-25,EML-APR-00030.eml
EML-APR-00031,EMAIL_APPROVAL_REQUEST,,EMP-RM1359,TXN-900701,,,2023-03-17,EML-APR-00031.eml
EML-APR-00032,EMAIL_APPROVAL_REQUEST,,MGR-16.0,TXN-564520,,,2023-03-23,EML-APR-00032.eml
EML-APR-00033,EMAIL_APPROVAL_REQUEST,,EMP-RM935,TXN-211431,,,2023-07-12,EML-APR-00033.eml
EML-APR-00034,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-646675,,,2024-04-08,EML-APR-00034.eml
EML-APR-00035,EMAIL_APPROVAL_REQUEST,,EMP-RM983,TXN-C1104169600,,,2024-01-04,EML-APR-00035.eml
EML-APR-00036,EMAIL_APPROVAL_REQUEST,,EMP-RM1099,TXN-698732,,,2025-01-03,EML-APR-00036.eml
EML-APR-00037,EMAIL_APPROVAL_REQUEST,,EMP-RM897,TXN-C761432701,,,2026-04-09,EML-APR-00037.eml
EML-APR-00038,EMAIL_APPROVAL_REQUEST,,EMP-RM991,TXN-847992,,,2024-02-15,EML-APR-00038.eml
EML-APR-00039,EMAIL_APPROVAL_REQUEST,,MGR-2.0,TXN-373711,,,2024-11-09,EML-APR-00039.eml
EML-APR-00040,EMAIL_APPROVAL_REQUEST,,EMP-RM141,TXN-657214,,,2024-12-09,EML-APR-00040.eml
EML-APR-00041,EMAIL_APPROVAL_REQUEST,,EMP-RM1152,TXN-C936544568,,,2024-11-23,EML-APR-00041.eml
EML-APR-00042,EMAIL_APPROVAL_REQUEST,,EMP-RM357,TXN-C1469118334,,,2023-03-14,EML-APR-00042.eml
EML-APR-00043,EMAIL_APPROVAL_REQUEST,,EMP-RM1174,TXN-C1163107288,,,2023-06-29,EML-APR-00043.eml
EML-APR-00044,EMAIL_APPROVAL_REQUEST,,MGR-11.0,TXN-177981,,,2025-07-10,EML-APR-00044.eml
EML-APR-00045,EMAIL_APPROVAL_REQUEST,,EMP-RM880,TXN-604438,,,2023-11-04,EML-APR-00045.eml
EML-APR-00046,EMAIL_APPROVAL_REQUEST,,MGR-11.0,TXN-C767185332,,,2026-01-23,EML-APR-00046.eml
EML-APR-00047,EMAIL_APPROVAL_REQUEST,,MGR-nan,TXN-995211,,,2023-01-29,EML-APR-00047.eml
EML-APR-00048,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-C1969357009,,,2023-06-19,EML-APR-00048.eml
EML-APR-00049,EMAIL_APPROVAL_REQUEST,,EMP-RM1026,TXN-237545,,,2023-04-04,EML-APR-00049.eml
EML-APR-00050,EMAIL_APPROVAL_REQUEST,,EMP-RM031,TXN-C1146076435,,,2024-11-04,EML-APR-00050.eml
EML-APR-00051,EMAIL_APPROVAL_REQUEST,,EMP-RM1090,TXN-C1403139019,,,2023-08-04,EML-APR-00051.eml
EML-APR-00052,EMAIL_APPROVAL_REQUEST,,EMP-RM741,TXN-C1636770273,,,2025-06-03,EML-APR-00052.eml
EML-APR-00053,EMAIL_APPROVAL_REQUEST,,EMP-RM776,TXN-456723,,,2025-10-27,EML-APR-00053.eml
EML-APR-00054,EMAIL_APPROVAL_REQUEST,,EMP-RM644,TXN-C1367071968,,,2023-03-18,EML-APR-00054.eml
EML-APR-00055,EMAIL_APPROVAL_REQUEST,,EMP-RM465,TXN-C8255699,,,2024-09-02,EML-APR-00055.eml
EML-APR-00056,EMAIL_APPROVAL_REQUEST,,MGR-39.0,TXN-596185,,,2025-02-06,EML-APR-00056.eml
EML-APR-00057,EMAIL_APPROVAL_REQUEST,,MGR-39.0,TXN-C1573514695,,,2025-04-30,EML-APR-00057.eml
EML-APR-00058,EMAIL_APPROVAL_REQUEST,,EMP-RM1237,TXN-C708472762,,,2023-01-29,EML-APR-00058.eml
EML-APR-00059,EMAIL_APPROVAL_REQUEST,,EMP-RM532,TXN-744597,,,2025-05-14,EML-APR-00059.eml
EML-APR-00060,EMAIL_APPROVAL_REQUEST,,EMP-RM781,TXN-C136534423,,,2023-02-26,EML-APR-00060.eml
EML-APR-00061,EMAIL_APPROVAL_REQUEST,,EMP-RM030,TXN-214581,,,2025-11-30,EML-APR-00061.eml
EML-APR-00062,EMAIL_APPROVAL_REQUEST,,EMP-RM118,TXN-809939,,,2025-06-07,EML-APR-00062.eml
EML-APR-00063,EMAIL_APPROVAL_REQUEST,,EMP-RM1264,TXN-C381811842,,,2024-08-29,EML-APR-00063.eml
EML-APR-00064,EMAIL_APPROVAL_REQUEST,,EMP-RM1306,TXN-C845388562,,,2024-12-12,EML-APR-00064.eml
EML-APR-00065,EMAIL_APPROVAL_REQUEST,,EMP-RM634,TXN-C1336728738,,,2025-05-15,EML-APR-00065.eml
EML-APR-00066,EMAIL_APPROVAL_REQUEST,,EMP-RM1255,TXN-C1778913597,,,2024-05-21,EML-APR-00066.eml
EML-APR-00067,EMAIL_APPROVAL_REQUEST,,EMP-RM971,TXN-C989255591,,,2024-01-11,EML-APR-00067.eml
EML-APR-00068,EMAIL_APPROVAL_REQUEST,,EMP-RM438,TXN-C1949306298,,,2025-01-19,EML-APR-00068.eml
EML-APR-00069,EMAIL_APPROVAL_REQUEST,,EMP-RM1259,TXN-683878,,,2023-04-12,EML-APR-00069.eml
EML-APR-00070,EMAIL_APPROVAL_REQUEST,,EMP-RM1064,TXN-954568,,,2023-02-24,EML-APR-00070.eml
EML-APR-00071,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-C98235484,,,2023-07-09,EML-APR-00071.eml
EML-APR-00072,EMAIL_APPROVAL_REQUEST,,EMP-RM230,TXN-C1035671179,,,2024-06-19,EML-APR-00072.eml
EML-APR-00073,EMAIL_APPROVAL_REQUEST,,MGR-16.0,TXN-C1535131647,,,2023-10-14,EML-APR-00073.eml
EML-APR-00074,EMAIL_APPROVAL_REQUEST,,EMP-RM461,TXN-C1745365062,,,2026-01-27,EML-APR-00074.eml
EML-APR-00075,EMAIL_APPROVAL_REQUEST,,EMP-RM285,TXN-C816372481,,,2026-01-26,EML-APR-00075.eml
EML-APR-00076,EMAIL_APPROVAL_REQUEST,,EMP-RM1218,TXN-C992489195,,,2026-01-12,EML-APR-00076.eml
EML-APR-00077,EMAIL_APPROVAL_REQUEST,,EMP-RM665,TXN-571763,,,2024-03-12,EML-APR-00077.eml
EML-APR-00078,EMAIL_APPROVAL_REQUEST,,EMP-10048,TXN-732194,,,2023-08-09,EML-APR-00078.eml
EML-APR-00079,EMAIL_APPROVAL_REQUEST,,EMP-RM170,TXN-C1953587158,,,2025-08-13,EML-APR-00079.eml
EML-APR-00080,EMAIL_APPROVAL_REQUEST,,EMP-RM627,TXN-829290,,,2023-11-18,EML-APR-00080.eml
EML-APR-00081,EMAIL_APPROVAL_REQUEST,,MGR-4.0,TXN-654388,,,2025-03-25,EML-APR-00081.eml
EML-APR-00082,EMAIL_APPROVAL_REQUEST,,EMP-RM743,TXN-C1262616616,,,2025-12-14,EML-APR-00082.eml
EML-APR-00083,EMAIL_APPROVAL_REQUEST,,EMP-RM643,TXN-C1374139797,,,2024-11-10,EML-APR-00083.eml
EML-APR-00084,EMAIL_APPROVAL_REQUEST,,MGR-12.0,TXN-518382,,,2025-08-27,EML-APR-00084.eml
EML-APR-00085,EMAIL_APPROVAL_REQUEST,,EMP-RM626,TXN-386571,,,2025-02-21,EML-APR-00085.eml
EML-APR-00086,EMAIL_APPROVAL_REQUEST,,EMP-RM1181,TXN-C64379697,,,2023-08-14,EML-APR-00086.eml
EML-APR-00087,EMAIL_APPROVAL_REQUEST,,EMP-RM219,TXN-C405441528,,,2025-10-24,EML-APR-00087.eml
EML-APR-00088,EMAIL_APPROVAL_REQUEST,,EMP-RM914,TXN-C1837249438,,,2026-03-12,EML-APR-00088.eml
EML-APR-00089,EMAIL_APPROVAL_REQUEST,,EMP-RM985,TXN-687822,,,2024-11-22,EML-APR-00089.eml
EML-APR-00090,EMAIL_APPROVAL_REQUEST,,EMP-RM1208,TXN-C1886612249,,,2023-03-03,EML-APR-00090.eml
EML-APR-00091,EMAIL_APPROVAL_REQUEST,,EMP-RM1133,TXN-C1529865037,,,2025-11-13,EML-APR-00091.eml
EML-APR-00092,EMAIL_APPROVAL_REQUEST,,EMP-RM771,TXN-644016,,,2024-11-05,EML-APR-00092.eml
EML-APR-00093,EMAIL_APPROVAL_REQUEST,,EMP-RM1127,TXN-236344,,,2026-04-29,EML-APR-00093.eml
EML-APR-00094,EMAIL_APPROVAL_REQUEST,,EMP-RM165,TXN-C251318085,,,2023-07-29,EML-APR-00094.eml
EML-APR-00095,EMAIL_APPROVAL_REQUEST,,EMP-RM183,TXN-553274,,,2025-09-21,EML-APR-00095.eml
EML-APR-00096,EMAIL_APPROVAL_REQUEST,,EMP-RM356,TXN-C1836058082,,,2025-06-16,EML-APR-00096.eml
EML-APR-00097,EMAIL_APPROVAL_REQUEST,,MGR-12.0,TXN-297561,,,2024-09-15,EML-APR-00097.eml
EML-APR-00098,EMAIL_APPROVAL_REQUEST,,MGR-16.0,TXN-C509177913,,,2024-11-01,EML-APR-00098.eml
EML-APR-00099,EMAIL_APPROVAL_REQUEST,,MGR-4.0,TXN-C1505507968,,,2024-01-18,EML-APR-00099.eml
EML-APR-00100,EMAIL_APPROVAL_REQUEST,,EMP-RM367,TXN-C1716821363,,,2023-05-16,EML-APR-00100.eml
EML-APR-00101,EMAIL_APPROVAL_REQUEST,,MGR-18.0,TXN-952753,,,2025-02-22,EML-APR-00101.eml
EML-APR-00102,EMAIL_APPROVAL_REQUEST,,EMP-RM399,TXN-C919433564,,,2026-04-11,EML-APR-00102.eml
EML-APR-00103,EMAIL_APPROVAL_REQUEST,,EMP-RM1146,TXN-C907089215,,,2023-06-16,EML-APR-00103.eml
EML-APR-00104,EMAIL_APPROVAL_REQUEST,,EMP-RM550,TXN-635888,,,2026-03-22,EML-APR-00104.eml
EML-APR-00105,EMAIL_APPROVAL_REQUEST,,EMP-RM1337,TXN-C944009331,,,2025-07-06,EML-APR-00105.eml
EML-APR-00106,EMAIL_APPROVAL_REQUEST,,MGR-19.0,TXN-C1391268303,,,2025-02-03,EML-APR-00106.eml
EML-APR-00107,EMAIL_APPROVAL_REQUEST,,EMP-RM539,TXN-113103,,,2026-03-11,EML-APR-00107.eml
EML-APR-00108,EMAIL_APPROVAL_REQUEST,,EMP-RM103,TXN-714828,,,2023-03-08,EML-APR-00108.eml
EML-APR-00109,EMAIL_APPROVAL_REQUEST,,EMP-RM978,TXN-C1168398461,,,2025-07-17,EML-APR-00109.eml
EML-APR-00110,EMAIL_APPROVAL_REQUEST,,EMP-RM828,TXN-196855,,,2024-11-09,EML-APR-00110.eml
EML-ESC-00111,EMAIL_ESCALATION,,EMP-25296,TXN-C772065437,,,2024-04-16,EML-ESC-00111.eml
EML-ESC-00112,EMAIL_ESCALATION,,EMP-651,TXN-139824,,,2024-12-31,EML-ESC-00112.eml
EML-ESC-00113,EMAIL_ESCALATION,,EMP-55350,TXN-385309,,,2024-07-06,EML-ESC-00113.eml
EML-ESC-00114,EMAIL_ESCALATION,,EMP-65460,TXN-C153522405,,,2023-08-22,EML-ESC-00114.eml
EML-ESC-00115,EMAIL_ESCALATION,,EMP-36776,TXN-263638,,,2025-04-27,EML-ESC-00115.eml
EML-ESC-00116,EMAIL_ESCALATION,,EMP-69649,TXN-C1151632027,,,2025-05-20,EML-ESC-00116.eml
EML-ESC-00117,EMAIL_ESCALATION,,EMP-40173,TXN-C151464,,,2026-01-03,EML-ESC-00117.eml
EML-ESC-00118,EMAIL_ESCALATION,,EMP-36997,TXN-692178,,,2023-09-25,EML-ESC-00118.eml
EML-ESC-00119,EMAIL_ESCALATION,,EMP-41152,TXN-C1151461851,,,2024-11-26,EML-ESC-00119.eml
EML-ESC-00120,EMAIL_ESCALATION,,EMP-35494,TXN-C458946139,,,2025-09-27,EML-ESC-00120.eml
EML-ESC-00121,EMAIL_ESCALATION,,EMP-17231,TXN-C365286670,,,2024-03-23,EML-ESC-00121.eml
EML-ESC-00122,EMAIL_ESCALATION,,EMP-41629,TXN-C1135415277,,,2025-11-24,EML-ESC-00122.eml
EML-ESC-00123,EMAIL_ESCALATION,,EMP-24748,TXN-C934119115,,,2023-05-11,EML-ESC-00123.eml
EML-ESC-00124,EMAIL_ESCALATION,,EMP-60112,TXN-385309,,,2025-11-27,EML-ESC-00124.eml
EML-ESC-00125,EMAIL_ESCALATION,,EMP-15608,TXN-C51362851,,,2023-01-24,EML-ESC-00125.eml
EML-ESC-00126,EMAIL_ESCALATION,,EMP-39064,TXN-C65442181,,,2024-07-24,EML-ESC-00126.eml
EML-ESC-00127,EMAIL_ESCALATION,,EMP-43708,TXN-C1895146145,,,2023-07-07,EML-ESC-00127.eml
EML-ESC-00128,EMAIL_ESCALATION,,EMP-23816,TXN-232025,,,2025-01-04,EML-ESC-00128.eml
EML-ESC-00129,EMAIL_ESCALATION,,EMP-8658,TXN-683764,,,2025-04-16,EML-ESC-00129.eml
EML-ESC-00130,EMAIL_ESCALATION,,EMP-63271,TXN-C2007627822,,,2024-05-31,EML-ESC-00130.eml
EML-ESC-00131,EMAIL_ESCALATION,,EMP-53545,TXN-488504,,,2025-05-14,EML-ESC-00131.eml
EML-ESC-00132,EMAIL_ESCALATION,,EMP-70682,TXN-C1085254540,,,2024-11-13,EML-ESC-00132.eml
EML-ESC-00133,EMAIL_ESCALATION,,EMP-5653,TXN-C2023332277,,,2024-02-12,EML-ESC-00133.eml
EML-ESC-00134,EMAIL_ESCALATION,,EMP-RM569,TXN-C2116946740,,,2023-05-16,EML-ESC-00134.eml
EML-ESC-00135,EMAIL_ESCALATION,,EMP-29931,TXN-C1510019626,,,2024-03-10,EML-ESC-00135.eml
EML-ESC-00136,EMAIL_ESCALATION,,EMP-67264,TXN-158436,,,2026-03-13,EML-ESC-00136.eml
EML-ESC-00137,EMAIL_ESCALATION,,EMP-RM1256,TXN-C341893682,,,2025-03-08,EML-ESC-00137.eml
EML-ESC-00138,EMAIL_ESCALATION,,EMP-2276,TXN-C820587705,,,2025-04-06,EML-ESC-00138.eml
EML-ESC-00139,EMAIL_ESCALATION,,EMP-5378,TXN-C1327890777,,,2025-08-25,EML-ESC-00139.eml
EML-ESC-00140,EMAIL_ESCALATION,,EMP-55817,TXN-416453,,,2025-10-14,EML-ESC-00140.eml
EML-ESC-00141,EMAIL_ESCALATION,,EMP-44507,TXN-C250702170,,,2024-11-05,EML-ESC-00141.eml
EML-ESC-00142,EMAIL_ESCALATION,,EMP-59841,TXN-169445,,,2023-08-30,EML-ESC-00142.eml
EML-ESC-00143,EMAIL_ESCALATION,,EMP-68773,TXN-C1369080285,,,2024-10-22,EML-ESC-00143.eml
EML-ESC-00144,EMAIL_ESCALATION,,EMP-3217,TXN-189488,,,2024-04-17,EML-ESC-00144.eml
EML-ESC-00145,EMAIL_ESCALATION,,EMP-19940,TXN-722761,,,2025-02-11,EML-ESC-00145.eml
EML-ESC-00146,EMAIL_ESCALATION,,EMP-CORP-00479,TXN-339009,,,2025-07-07,EML-ESC-00146.eml
EML-ESC-00147,EMAIL_ESCALATION,,EMP-40950,TXN-C1906125788,,,2024-07-20,EML-ESC-00147.eml
EML-ESC-00148,EMAIL_ESCALATION,,EMP-61067,TXN-C1095416506,,,2025-04-14,EML-ESC-00148.eml
EML-ESC-00149,EMAIL_ESCALATION,,EMP-38506,TXN-C1130258687,,,2024-11-30,EML-ESC-00149.eml
EML-ESC-00150,EMAIL_ESCALATION,,EMP-64993,TXN-C576448068,,,2024-08-18,EML-ESC-00150.eml
EML-ESC-00151,EMAIL_ESCALATION,,EMP-22871,TXN-C943373375,,,2025-09-27,EML-ESC-00151.eml
EML-ESC-00152,EMAIL_ESCALATION,,EMP-17977,TXN-768720,,,2025-07-21,EML-ESC-00152.eml
EML-ESC-00153,EMAIL_ESCALATION,,EMP-68533,TXN-C1409342262,,,2023-06-15,EML-ESC-00153.eml
EML-ESC-00154,EMAIL_ESCALATION,,EMP-27749,TXN-870362,,,2025-02-09,EML-ESC-00154.eml
EML-ESC-00155,EMAIL_ESCALATION,,EMP-17101,TXN-141511,,,2023-10-14,EML-ESC-00155.eml
EML-ESC-00156,EMAIL_ESCALATION,,EMP-25640,TXN-C202479188,,,2024-12-11,EML-ESC-00156.eml
EML-ESC-00157,EMAIL_ESCALATION,,EMP-26262,TXN-C619241052,,,2024-01-23,EML-ESC-00157.eml
EML-ESC-00158,EMAIL_ESCALATION,,EMP-23404,TXN-C2034361635,,,2025-06-23,EML-ESC-00158.eml
EML-ESC-00159,EMAIL_ESCALATION,,EMP-38164,TXN-C312483990,,,2024-01-08,EML-ESC-00159.eml
EML-ESC-00160,EMAIL_ESCALATION,,EMP-63419,TXN-C1525055237,,,2024-05-03,EML-ESC-00160.eml
EML-ESC-00161,EMAIL_ESCALATION,,EMP-31779,TXN-C884083729,,,2023-07-12,EML-ESC-00161.eml
EML-ESC-00162,EMAIL_ESCALATION,,EMP-57768,TXN-C540643948,,,2025-05-22,EML-ESC-00162.eml
EML-ESC-00163,EMAIL_ESCALATION,,EMP-58647,TXN-334490,,,2025-07-04,EML-ESC-00163.eml
EML-ESC-00164,EMAIL_ESCALATION,,EMP-4008,TXN-C733714450,,,2025-06-26,EML-ESC-00164.eml
EML-ESC-00165,EMAIL_ESCALATION,,EMP-34435,TXN-C1670549407,,,2025-02-21,EML-ESC-00165.eml
EML-ESC-00166,EMAIL_ESCALATION,,EMP-RM436,TXN-C902315094,,,2025-08-11,EML-ESC-00166.eml
EML-ESC-00167,EMAIL_ESCALATION,,EMP-66707,TXN-C93655660,,,2025-07-25,EML-ESC-00167.eml
EML-ESC-00168,EMAIL_ESCALATION,,EMP-RM724,TXN-C571532390,,,2024-05-26,EML-ESC-00168.eml
EML-ESC-00169,EMAIL_ESCALATION,,EMP-24037,TXN-C1430207342,,,2026-01-24,EML-ESC-00169.eml
EML-ESC-00170,EMAIL_ESCALATION,,EMP-71261,TXN-C1736053438,,,2025-12-06,EML-ESC-00170.eml
EML-ESC-00171,EMAIL_ESCALATION,,EMP-18805,TXN-C263833514,,,2024-11-03,EML-ESC-00171.eml
EML-ESC-00172,EMAIL_ESCALATION,,EMP-7923,TXN-275944,,,2023-02-14,EML-ESC-00172.eml
EML-ESC-00173,EMAIL_ESCALATION,,EMP-64080,TXN-C614065373,,,2026-03-25,EML-ESC-00173.eml
EML-ESC-00174,EMAIL_ESCALATION,,EMP-10744,TXN-435592,,,2024-01-13,EML-ESC-00174.eml
EML-ESC-00175,EMAIL_ESCALATION,,EMP-43058,TXN-282792,,,2026-02-04,EML-ESC-00175.eml
EML-ESC-00176,EMAIL_ESCALATION,,EMP-53003,TXN-C1982440182,,,2025-05-30,EML-ESC-00176.eml
EML-ESC-00177,EMAIL_ESCALATION,,EMP-40137,TXN-C24344628,,,2025-06-05,EML-ESC-00177.eml
EML-ESC-00178,EMAIL_ESCALATION,,EMP-35134,TXN-C1008757853,,,2024-06-07,EML-ESC-00178.eml
EML-ESC-00179,EMAIL_ESCALATION,,EMP-45351,TXN-C565678786,,,2024-05-14,EML-ESC-00179.eml
EML-ESC-00180,EMAIL_ESCALATION,,EMP-49802,TXN-C1646891965,,,2024-05-23,EML-ESC-00180.eml
EML-ESC-00181,EMAIL_ESCALATION,,EMP-52982,TXN-228718,,,2024-08-29,EML-ESC-00181.eml
EML-ESC-00182,EMAIL_ESCALATION,,EMP-45979,TXN-798275,,,2024-11-23,EML-ESC-00182.eml
EML-ESC-00183,EMAIL_ESCALATION,,EMP-62877,TXN-C1342812420,,,2026-03-25,EML-ESC-00183.eml
EML-ESC-00184,EMAIL_ESCALATION,,EMP-29803,TXN-953858,,,2024-10-26,EML-ESC-00184.eml
EML-ESC-00185,EMAIL_ESCALATION,,EMP-68240,TXN-721522,,,2025-02-19,EML-ESC-00185.eml
EML-ESC-00186,EMAIL_ESCALATION,,EMP-10483,TXN-C8972378,,,2025-11-19,EML-ESC-00186.eml
EML-ESC-00187,EMAIL_ESCALATION,,EMP-41666,TXN-C1165658453,,,2025-07-10,EML-ESC-00187.eml
EML-ESC-00188,EMAIL_ESCALATION,,EMP-29128,TXN-C1605651875,,,2023-02-25,EML-ESC-00188.eml
EML-ESC-00189,EMAIL_ESCALATION,,EMP-36738,TXN-727441,,,2025-02-11,EML-ESC-00189.eml
EML-ESC-00190,EMAIL_ESCALATION,,EMP-14196,TXN-C975347430,,,2024-06-01,EML-ESC-00190.eml
EML-ESC-00191,EMAIL_ESCALATION,,EMP-50993,TXN-C1183701566,,,2026-04-24,EML-ESC-00191.eml
EML-ESC-00192,EMAIL_ESCALATION,,EMP-52427,TXN-173892,,,2024-03-17,EML-ESC-00192.eml
EML-ESC-00193,EMAIL_ESCALATION,,EMP-29112,TXN-C19433118,,,2023-07-21,EML-ESC-00193.eml
EML-ESC-00194,EMAIL_ESCALATION,,EMP-54880,TXN-C86125671,,,2023-07-01,EML-ESC-00194.eml
EML-ESC-00195,EMAIL_ESCALATION,,EMP-57331,TXN-C1789087814,,,2025-07-30,EML-ESC-00195.eml
EML-ESC-00196,EMAIL_ESCALATION,,EMP-27221,TXN-C1214899381,,,2023-04-02,EML-ESC-00196.eml
EML-ESC-00197,EMAIL_ESCALATION,,EMP-53084,TXN-111885,,,2025-02-16,EML-ESC-00197.eml
EML-ESC-00198,EMAIL_ESCALATION,,EMP-30206,TXN-C268943817,,,2024-07-14,EML-ESC-00198.eml
EML-ESC-00199,EMAIL_ESCALATION,,EMP-19929,TXN-C1797821749,,,2025-06-28,EML-ESC-00199.eml
EML-ESC-00200,EMAIL_ESCALATION,,EMP-64406,TXN-781492,,,2025-04-27,EML-ESC-00200.eml
EML-CMP-00201,EMAIL_COMPLIANCE_VIOLATION,VND-02270,EMP-68986,,,,2023-06-04,EML-CMP-00201.eml
EML-CMP-00202,EMAIL_COMPLIANCE_VIOLATION,VND-00892,EMP-52160,,,,2023-03-27,EML-CMP-00202.eml
EML-CMP-00203,EMAIL_COMPLIANCE_VIOLATION,VND-04597,EMP-16747,,,,2025-02-01,EML-CMP-00203.eml
EML-CMP-00204,EMAIL_COMPLIANCE_VIOLATION,VND-04980,EMP-36389,,,,2023-02-04,EML-CMP-00204.eml
EML-CMP-00205,EMAIL_COMPLIANCE_VIOLATION,VND-01806,EMP-73367,,,,2023-05-10,EML-CMP-00205.eml
EML-CMP-00206,EMAIL_COMPLIANCE_VIOLATION,VND-03515,EMP-17280,,,,2025-09-16,EML-CMP-00206.eml
EML-CMP-00207,EMAIL_COMPLIANCE_VIOLATION,VND-00312,EMP-3685,,,,2025-11-27,EML-CMP-00207.eml
EML-CMP-00208,EMAIL_COMPLIANCE_VIOLATION,VND-00129,EMP-47022,,,,2024-02-01,EML-CMP-00208.eml
EML-CMP-00209,EMAIL_COMPLIANCE_VIOLATION,VND-03967,EMP-34602,,,,2023-11-25,EML-CMP-00209.eml
EML-CMP-00210,EMAIL_COMPLIANCE_VIOLATION,VND-01453,EMP-59481,,,,2023-12-13,EML-CMP-00210.eml
EML-CMP-00211,EMAIL_COMPLIANCE_VIOLATION,VND-04661,EMP-33132,,,,2025-10-17,EML-CMP-00211.eml
EML-CMP-00212,EMAIL_COMPLIANCE_VIOLATION,VND-04301,EMP-RM1082,,,,2024-06-24,EML-CMP-00212.eml
EML-CMP-00213,EMAIL_COMPLIANCE_VIOLATION,VND-02926,EMP-60991,,,,2025-04-28,EML-CMP-00213.eml
EML-CMP-00214,EMAIL_COMPLIANCE_VIOLATION,VND-04547,EMP-63716,,,,2023-01-23,EML-CMP-00214.eml
